"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
7 2 4 4.9 3 "Larger VE"
7 2 2 2.7 2 "Larger VE"
7 2 6 9 4 "Larger VE"
7 2 2 2.7 2 "Larger VE"
8 1 6 9 3 "No Visual Info"
8 1 3 3.65 2.5 "No Visual Info"
8 1 3 3.65 2 "No Visual Info"
8 1 1 2 1 "No Visual Info"
8 1 4 4.9 2.5 "No Visual Info"
8 1 6 9 3.5 "No Visual Info"
8 1 6 9 4 "No Visual Info"
8 1 5 6.65 4.5 "No Visual Info"
8 1 4 4.9 3 "No Visual Info"
8 1 2 2.7 1 "No Visual Info"
8 1 2 2.7 0.5 "No Visual Info"
8 1 1 2 0.5 "No Visual Info"
8 1 4 4.9 1 "No Visual Info"
8 1 5 6.65 2 "No Visual Info"
8 1 3 3.65 1.5 "No Visual Info"
8 1 2 2.7 1 "No Visual Info"
8 1 1 2 0.5 "No Visual Info"
8 1 5 6.65 3 "No Visual Info"
8 2 2 2.7 1 "Larger VE"
8 2 4 4.9 2 "Larger VE"
8 2 6 9 3 "Larger VE"
8 2 6 9 4 "Larger VE"
8 2 5 6.65 4 "Larger VE"
8 2 2 2.7 2 "Larger VE"
8 2 4 4.9 3 "Larger VE"
8 2 1 2 1 "Larger VE"
8 2 2 2.7 2 "Larger VE"
8 2 5 6.65 3 "Larger VE"
8 2 3 3.65 3 "Larger VE"
8 2 3 3.65 3.5 "Larger VE"
8 2 3 3.65 2 "Larger VE"
8 2 4 4.9 3 "Larger VE"
8 2 1 2 1 "Larger VE"
8 2 1 2 1 "Larger VE"
8 2 5 6.65 3 "Larger VE"
8 2 6 9 3.5 "Larger VE"
9 1 1 2 1 "No Visual Info"
9 1 2 2.7 1 "No Visual Info"
9 1 4 4.9 2 "No Visual Info"
9 1 4 4.9 2 "No Visual Info"
9 1 6 9 3 "No Visual Info"
9 1 2 2.7 2 "No Visual Info"
9 1 5 6.65 4 "No Visual Info"
9 1 3 3.65 3 "No Visual Info"
9 1 2 2.7 2 "No Visual Info"
9 1 1 2 1 "No Visual Info"
9 1 4 4.9 2 "No Visual Info"
9 1 6 9 4 "No Visual Info"
9 1 1 2 1 "No Visual Info"
9 1 6 9 4 "No Visual Info"
9 1 3 3.65 3 "No Visual Info"
9 1 3 3.65 3 "No Visual Info"
9 1 5 6.65 4 "No Visual Info"
9 1 5 6.65 5 "No Visual Info"
9 2 3 3.65 1 "Larger VE"
9 2 1 2 1 "Larger VE"
9 2 1 2 1 "Larger VE"
9 2 3 3.65 3 "Larger VE"
9 2 2 2.7 2 "Larger VE"
9 2 5 6.65 4 "Larger VE"
9 2 6 9 4 "Larger VE"
9 2 4 4.9 3 "Larger VE"
9 2 5 6.65 3 "Larger VE"
9 2 3 3.65 3 "Larger VE"
9 2 6 9 3 "Larger VE"
9 2 2 2.7 2 "Larger VE"
9 2 2 2.7 2 "Larger VE"
9 2 4 4.9 2 "Larger VE"
9 2 5 6.65 4 "Larger VE"
9 2 4 4.9 3 "Larger VE"
9 2 6 9 3 "Larger VE"
9 2 1 2 1 "Larger VE"
